	NIW_0_MPI_1	NIW_0_MPI_2	NIW_0_MPI_3	IW_0_MPI_1	IW_0_MPI_2	IW_0_MPI_3
VIT_06s0004g05320	4	7	6	81	6	37
VIT_04s0069g00850	6	9	5	9	6	5
VIT_04s0008g02100	3115	2585	2497	2124	2665	2665
VIT_02s0012g02650	5	1	5	11	9	12
VIT_12s0059g00310	0	7	0	5	11	9
VIT_06s0004g01400	477	330	269	504	546	616
VIT_00s2248g00010	0	0	0	0	0	1
VIT_16s0022g00600	805	693	637	727	778	758
VIT_14s0108g00240	1	0	0	0	0	0
VIT_01s0010g02250	13	8	7	12	3	5
VIT_10s0092g00680	0	1	0	0	0	0
VIT_07s0104g01080	1232	1104	1062	1315	1174	1300
VIT_06s0004g06690	567	686	786	677	570	607
VIT_09s0002g01360	147	149	84	162	158	174
VIT_01s0010g01520	0	0	0	0	0	0
VIT_08s0007g00930	2583	1467	1933	1244	1187	1344
VIT_17s0000g03130	281	362	324	378	262	353
VIT_18s0001g08060	10	4	2	2	1	4
VIT_05s0124g00680	0	0	0	0	0	0
VIT_06s0009g00690	1361	1254	1044	1045	1306	1301
VIT_09s0054g01080	0	1	0	0	0	2
VIT_17s0000g05050	11234	14045	14084	6497	8248	8035
VIT_01s0011g03370	1247	1444	1182	1092	1357	1366
VIT_13s0064g00890	10181	9768	7514	11286	15133	14011
VIT_12s0034g01360	59	32	53	32	60	53
VIT_14s0128g00250	1526	1666	1420	1711	1617	1833
VIT_11s0052g01780	43	35	45	65	25	61
VIT_10s0092g00520	0	0	0	0	0	0
VIT_02s0154g00540	205	200	225	150	178	146
VIT_08s0007g06480	4484	4795	4621	4061	4997	4918
VIT_08s0040g00400	270	244	197	364	487	462
VIT_06s0009g02650	10	9	11	3	13	7
VIT_08s0007g07500	355	392	389	371	400	436
VIT_02s0012g02670	1194	1040	899	962	1035	1062
VIT_10s0071g00510	16	23	14	16	14	10
VIT_18s0086g00200	71	100	61	147	181	175
VIT_05s0124g00560	827	769	657	764	771	826
VIT_00s0227g00170	45	60	41	52	41	64
VIT_13s0106g00530	0	0	0	0	0	0
VIT_07s0104g01090	0	0	0	0	0	0
VIT_15s0048g00440	161	172	166	147	180	190
VIT_18s0041g00370	3	4	3	1389	881	1931
VIT_17s0000g05350	405	420	410	354	331	410
VIT_00s0125g00170	377	381	366	335	392	385
VIT_17s0000g04660	1102	1026	1203	996	917	977
VIT_01s0137g00240	938	667	563	522	683	631
VIT_10s0003g00760	3	3	0	2	17	14
VIT_02s0025g00490	572	641	548	621	717	739
VIT_11s0037g00730	381	330	281	468	639	584
VIT_01s0011g05390	106	227	122	440	741	571
VIT_07s0031g00090	653	674	667	873	859	907
VIT_01s0010g03490	54	43	76	98	25	35
VIT_07s0005g00320	1798	1882	1762	2030	1952	2063
VIT_15s0024g01180	0	0	1	0	1	1
VIT_12s0034g01230	43	25	13	22	11	17
VIT_00s0322g00040	603	820	791	984	643	817
VIT_09s0002g02180	0	0	1	1	0	1
VIT_11s0037g00050	1450	1511	1292	1136	1138	1203
VIT_10s0092g00410	0	0	0	0	0	0
VIT_04s0008g04460	4	3	5	17	6	2
VIT_07s0129g00220	699	723	510	568	836	782
VIT_15s0045g00390	0	0	0	0	0	0
VIT_03s0088g00620	1438	1184	921	1308	2094	1963
VIT_12s0059g02730	83	95	76	135	198	187
VIT_14s0081g00690	107	109	113	113	128	128
VIT_11s0037g00180	4339	4092	4392	3987	3810	4106
VIT_18s0072g00470	288	395	255	263	468	389
VIT_19s0090g00650	0	0	0	0	0	1
VIT_14s0030g01630	0	1	0	0	0	0
VIT_03s0038g02550	13	23	7	21	33	42
VIT_14s0060g02710	0	0	0	0	0	0
VIT_01s0026g00810	568	373	324	359	413	392
VIT_04s0008g00950	358	412	322	340	356	380
VIT_00s2679g00010	0	0	0	0	0	0
VIT_13s0073g00630	888	936	884	1243	1080	1117
VIT_02s0154g00090	579	491	389	661	621	675
VIT_13s0067g02730	0	0	0	0	0	0
VIT_10s0116g00400	2550	2310	2046	2131	2073	2175
VIT_19s0014g04160	8	2	4	8	26	19
VIT_04s0008g02890	8	5	2	4	7	6
VIT_17s0000g08830	248	253	212	341	425	412
VIT_02s0025g02220	20	12	14	5	6	7
VIT_04s0008g02810	442	554	516	373	500	513
VIT_16s0013g00630	79	84	80	107	119	135
VIT_09s0002g08080	5	13	14	8	5	5
VIT_16s0013g00800	0	0	0	1	0	1
VIT_04s0044g00200	0	0	0	0	0	0
VIT_14s0068g01160	39	234	52	450	757	696
VIT_12s0035g01000	0	0	0	6	8	4
VIT_14s0081g00510	0	0	0	0	0	0
VIT_01s0011g01490	3088	2618	2438	2392	2841	2765
VIT_07s0005g00070	2154	2093	2067	2061	2372	2363
VIT_17s0000g01820	0	0	0	12	44	26
VIT_02s0025g01770	51	40	51	109	101	86
VIT_06s0004g07170	233	234	245	211	225	234
VIT_08s0058g00070	2	0	3	1	1	1
VIT_06s0004g05000	440	529	534	475	427	488
VIT_09s0002g06730	1103	1024	951	776	820	857
VIT_08s0007g03670	1370	1911	1535	2573	2971	2977
VIT_00s0505g00060	10	3	6	83	74	85
VIT_08s0040g01440	385	422	371	211	256	264
VIT_12s0142g00140	0	0	0	0	0	0
VIT_06s0004g01120	214	331	311	328	279	306
VIT_10s0003g01590	12	68	16	43	16	28
VIT_19s0015g01670	91	87	61	98	130	120
VIT_00s0183g00200	0	0	0	0	0	0
VIT_09s0002g01960	0	0	0	0	0	0
VIT_15s0021g01540	481	637	518	691	359	596
VIT_10s0042g01360	324	265	284	317	326	360
VIT_08s0007g03080	38	45	53	42	45	42
VIT_00s1336g00020	3	3	2	6	3	6
VIT_13s0019g04930	576	761	726	784	587	729
VIT_06s0009g01030	684	736	682	624	730	748
VIT_04s0023g01580	5507	6230	5904	5194	5740	5874
VIT_06s0004g07490	22	17	15	16	3	9
VIT_07s0095g00170	176	186	187	122	139	144
VIT_00s0153g00090	0	0	0	0	0	0
VIT_06s0080g00550	2952	3484	3485	4079	3188	3629
VIT_07s0005g03050	384	411	412	424	398	433
VIT_14s0083g00100	271	276	280	313	315	302
VIT_01s0011g00590	2474	2544	2163	1714	2151	2030
VIT_04s0044g01260	588	592	526	685	939	825
VIT_07s0205g00140	575	432	443	382	437	447
VIT_16s0100g00230	3	4	2	4	4	3
VIT_07s0005g00180	3366	3570	3628	4837	5486	5423
VIT_02s0012g00770	18	11	9	13	15	11
VIT_00s0259g00050	1	1	2	1	3	7
VIT_02s0025g05020	0	0	1	0	0	0
VIT_05s0102g01160	473	576	544	521	686	611
VIT_14s0006g02810	234	273	295	208	239	274
VIT_13s0019g04190	4007	3776	3658	2525	2331	2658
VIT_03s0063g01950	46	102	54	106	49	93
VIT_03s0132g00010	0	0	0	0	0	0
VIT_00s1406g00010	803	851	782	510	521	558
VIT_19s0015g01040	1126	1160	1260	1354	1757	1546
VIT_06s0004g00940	874	1418	990	1743	2293	2003
VIT_01s0026g00690	302	288	288	278	247	309
VIT_04s0008g00120	1732	2422	1389	1743	1932	2043
VIT_07s0104g00830	61	74	76	144	186	190
VIT_12s0059g00270	5269	4802	5759	5467	7038	6874
VIT_11s0118g00320	138	142	137	120	155	128
VIT_08s0007g01380	972	1065	903	772	847	912
VIT_00s0198g00010	0	1	1	2	0	1
VIT_03s0038g01880	8	4	1	21	17	16
VIT_17s0000g00900	13382	12202	15282	12112	13625	13797
VIT_09s0002g04880	559	522	453	591	766	706
VIT_09s0002g07260	1	1	1	3	0	1
VIT_07s0151g00030	24	14	20	29	29	22
VIT_06s0004g01240	0	0	0	1	0	0
VIT_08s0007g06050	22	24	13	38	43	43
VIT_00s0337g00010	82	77	62	48	43	40
VIT_08s0007g01350	1149	1145	943	1536	1666	1691
VIT_15s0046g03160	121	157	130	136	154	171
VIT_08s0058g01440	1698	1987	2000	1915	1841	2098
VIT_01s0150g00210	2482	3146	2669	3623	2673	3408
VIT_17s0000g06230	2038	1863	1709	2447	3148	2894
VIT_14s0060g00860	392	326	328	397	423	472
VIT_00s2855g00010	2	3	1	6	4	7
VIT_03s0017g00970	0	1	4	11	10	7
VIT_07s0104g01830	655	953	710	1147	642	1051
VIT_02s0087g00680	20	31	22	50	45	44
VIT_06s0009g01110	321	302	232	594	582	661
VIT_17s0053g00020	0	1	0	0	0	0
VIT_04s0023g01990	1042	991	1063	618	720	705
VIT_18s0072g00330	1456	1915	1807	1942	1251	1624
VIT_12s0059g02590	0	0	0	0	0	0
VIT_10s0116g00600	521	448	443	363	458	435
VIT_07s0141g00990	7	2	0	1	4	4
VIT_01s0011g06060	47	78	62	88	36	50
VIT_02s0025g04450	0	0	0	0	0	0
VIT_11s0016g02780	78	110	83	62	50	60
VIT_16s0022g01260	62	56	26	66	62	49
VIT_18s0075g01060	0	0	0	0	0	0
VIT_09s0002g01720	8	3	4	4	4	3
VIT_12s0035g02210	27	30	27	54	49	42
VIT_15s0021g02200	521	811	747	848	676	778
VIT_19s0027g01370	0	0	0	0	0	0
VIT_13s0147g00090	1	1	0	0	1	2
VIT_13s0047g00230	81	209	94	71	49	70
VIT_10s0003g03220	1	0	1	1	0	3
VIT_05s0049g02260	0	0	0	0	0	0
VIT_12s0142g00460	0	0	0	2	0	0
VIT_15s0048g01470	0	0	3	3	0	1
VIT_13s0067g03650	2576	5685	5298	6444	2643	4852
VIT_16s0050g02160	222	451	443	294	99	212
VIT_15s0024g00260	91	64	59	121	143	142
VIT_09s0002g08640	534	281	365	394	662	570
VIT_13s0019g05190	53	96	81	59	57	77
VIT_11s0118g00540	189	187	171	183	283	281
VIT_14s0006g02450	12	12	10	6	9	7
VIT_04s0008g01730	11807	10143	10122	10622	12998	13223
VIT_13s0067g01270	259	226	159	210	219	269
VIT_02s0025g04120	946	1001	832	1316	1038	1316
VIT_08s0032g00740	10	12	18	16	28	26
VIT_08s0056g01170	1496	1827	2124	1457	2021	1933
VIT_03s0017g01360	5	5	4	3	6	2
VIT_06s0009g01410	1975	1618	1095	1348	2747	2150
VIT_11s0052g00330	130	133	122	131	100	109
VIT_01s0011g01430	28	20	30	18	14	16
VIT_00s0229g00070	22	34	27	40	46	52
VIT_01s0011g01710	1162	1366	1222	1301	1060	1279
VIT_17s0000g05850	641	388	317	567	887	773
VIT_08s0007g06660	768	828	702	1059	996	1068
VIT_07s0005g06300	303	271	284	288	193	255
VIT_15s0021g02320	0	1	0	0	0	1
VIT_19s0014g03650	1932	1854	1849	1455	1971	1830
VIT_11s0052g00600	444	332	436	305	529	446
VIT_11s0016g04420	1352	1286	1017	1176	1673	1515
VIT_19s0015g00450	1198	1351	1271	1404	1201	1350
VIT_17s0000g07160	919	979	803	620	712	706
VIT_00s0169g00080	4	6	1	5	1	10
VIT_01s0244g00060	571	463	479	470	575	502
VIT_16s0050g01710	2	2	3	32	49	37
VIT_01s0011g02200	5428	4237	3395	5376	2570	4199
VIT_17s0000g01590	0	0	0	0	0	0
VIT_07s0130g00460	40	31	17	29	28	36
VIT_00s0204g00230	18	17	20	9	13	15
VIT_18s0041g00480	2	0	4	10	10	9
VIT_15s0024g00480	0	0	0	0	0	0
VIT_07s0031g00770	146	290	271	389	204	338
VIT_19s0027g01760	0	0	0	0	0	0
VIT_09s0002g02370	10	20	18	33	38	29
VIT_02s0025g01960	168	283	241	311	165	237
VIT_15s0021g01380	232	426	408	278	138	229
VIT_18s0072g00630	1555	1490	1302	1439	1696	1757
VIT_03s0038g04610	1289	1763	1910	1535	1459	1574
VIT_00s0173g00170	21	13	22	66	49	65
VIT_15s0048g02010	699	869	683	971	1087	1097
VIT_00s0669g00010	35	47	34	47	38	40
VIT_13s0067g00660	3205	1741	1842	1475	1881	1786
VIT_14s0006g02660	45	14	23	26	42	31
VIT_05s0165g00240	0	0	0	0	0	0
VIT_12s0059g00540	0	0	1	0	0	0
VIT_05s0020g04390	52	13	13	34	17	31
VIT_06s0004g01270	3246	3347	3443	2908	1969	2612
VIT_00s1403g00010	420	467	417	430	316	400
VIT_00s0342g00010	0	0	0	0	1	0
VIT_15s0048g02980	5044	2828	2751	3886	6779	5567
VIT_09s0054g01200	0	0	0	0	0	0
VIT_13s0047g01170	139	178	185	333	193	262
VIT_06s0009g02550	1094	1676	1945	2341	1453	1943
VIT_06s0004g06100	763	818	710	1001	931	1070
VIT_18s0001g04070	0	0	0	0	0	0
VIT_00s0218g00220	195	323	228	316	211	284
VIT_08s0040g02690	1	1	0	1	0	0
VIT_12s0057g00700	104	102	108	80	121	129
VIT_10s0042g00030	0	0	0	0	0	0
VIT_04s0023g02790	10	9	17	11	9	12
VIT_17s0000g08860	757	987	706	799	805	940
VIT_14s0030g02150	6	0	0	6	6	1
VIT_19s0014g02330	7	8	5	6	5	10
VIT_12s0028g01750	686	961	867	883	565	847
VIT_04s0008g03770	515	548	617	878	668	831
VIT_09s0002g06570	2	3	2	0	2	4
VIT_00s0392g00070	0	0	0	0	0	0
VIT_00s0204g00010	16	6	9	23	16	23
VIT_15s0048g00410	0	0	0	0	1	0
VIT_05s0062g01250	1595	1497	1373	1588	1770	1761
VIT_01s0010g03730	446	514	464	800	714	817
VIT_19s0177g00100	5883	6216	5515	9295	10003	10278
VIT_08s0007g05050	7	3	7	4	3	4
VIT_00s0415g00010	0	0	0	0	0	0
VIT_12s0059g01820	1579	1649	1412	1709	1296	1568
VIT_11s0016g04560	460	505	506	426	466	450
VIT_12s0057g00690	848	967	809	588	896	787
VIT_03s0017g00990	627	730	606	813	829	843
VIT_12s0059g02140	192	193	166	362	360	404
VIT_18s0001g14320	360	608	695	381	259	368
VIT_18s0001g11640	330	526	560	472	534	503
VIT_15s0046g02090	3	8	9	3	1	3
VIT_01s0011g03360	70	69	61	55	84	65
VIT_00s0324g00050	0	1	1	5	6	1
VIT_08s0007g05650	121	137	119	189	214	218
VIT_11s0052g00200	196	119	115	96	192	153
VIT_16s0098g00420	599	513	542	380	350	402
VIT_01s0026g02470	2436	1599	1748	3520	7036	6417
VIT_01s0026g01450	463	391	334	387	492	524
VIT_18s0089g01050	282	339	313	387	366	372
VIT_17s0000g01980	282	277	244	132	235	205
VIT_14s0060g02110	4630	6699	8166	9373	6768	8302
VIT_05s0051g00200	0	0	0	0	1	2
VIT_10s0071g00390	24	31	28	32	27	21
VIT_06s0004g03330	223	165	140	99	187	124
VIT_12s0035g00840	1265	1562	1355	1532	1433	1540
VIT_01s0011g05540	633	707	634	811	866	920
VIT_00s0194g00310	93	76	108	87	116	140
VIT_06s0004g05670	651	768	744	954	733	834
VIT_17s0000g01990	44	49	47	62	71	40
VIT_12s0059g00330	0	0	0	0	0	0
VIT_05s0102g00020	0	0	1	0	0	1
VIT_18s0001g02800	0	0	0	0	0	0
VIT_07s0031g01450	115	131	122	134	159	158
VIT_16s0148g00250	0	0	1	0	2	0
VIT_06s0004g06520	762	680	637	716	642	722
VIT_00s0500g00010	5	11	6	3	13	14
VIT_08s0007g03400	522	464	438	630	763	719
VIT_03s0063g01520	0	0	0	0	0	0
VIT_06s0004g06300	153	334	344	248	91	167
VIT_18s0001g14070	184	180	195	112	168	186
VIT_14s0066g01940	63	92	80	69	68	72
VIT_17s0000g04790	777	743	694	397	439	413
VIT_00s0250g00030	351	341	326	214	264	234
VIT_01s0127g00730	32	111	138	120	25	73
VIT_18s0072g01250	0	0	0	0	0	0
VIT_02s0087g00270	0	0	0	0	0	0
VIT_18s0001g07000	114	110	101	154	162	168
VIT_12s0028g01790	117	103	100	83	122	103
VIT_18s0001g11600	62	34	21	69	25	49
VIT_14s0066g00460	1011	834	768	850	878	834
VIT_01s0026g00850	27	27	24	32	26	18
VIT_13s0019g00960	71	55	56	124	105	149
VIT_15s0046g03760	80	93	108	84	84	89
VIT_16s0098g00990	26	23	23	36	43	34
VIT_06s0004g07100	174	214	201	239	234	231
VIT_07s0005g00770	2280	2151	1729	1677	3251	2651
VIT_07s0031g00470	563	1183	1215	793	358	583
VIT_18s0001g15410	4724	4462	4001	4334	5621	5382
VIT_18s0001g01090	4861	5656	5745	5593	4870	5555
VIT_00s1818g00020	45	43	29	31	30	39
VIT_15s0046g03340	2999	2906	3228	1704	2493	2271
VIT_00s0338g00040	0	1	2	1	1	2
VIT_02s0154g00210	5	0	3	3	4	8
VIT_18s0001g15470	66	65	43	52	41	59
VIT_13s0047g00410	4	1	1	0	1	0
VIT_02s0109g00160	0	0	0	0	0	0
VIT_17s0000g08670	720	602	616	567	652	656
VIT_15s0024g01280	0	0	0	0	0	0
VIT_00s2085g00010	1203	980	849	1364	1179	1331
VIT_19s0015g01010	2109	2038	2006	1824	2079	2162
VIT_10s0116g01680	94	105	92	174	61	109
VIT_18s0001g07950	80	15	8	25	78	57
VIT_10s0003g05240	0	0	0	0	0	0
VIT_13s0019g04950	31	24	32	168	107	148
VIT_16s0098g01010	3137	4319	4994	5227	3347	4678
VIT_08s0040g02100	1610	1806	1677	2730	1988	2447
VIT_07s0141g00660	295	366	348	270	252	272
VIT_03s0038g02780	13	7	15	120	94	103
VIT_10s0003g02780	829	962	771	837	694	850
VIT_01s0011g03820	2116	3233	3115	1684	1680	1827
VIT_07s0129g00470	3246	5832	6344	1430	1044	1639
VIT_18s0001g10820	3141	3704	3578	3965	3208	3677
VIT_07s0005g00790	4	8	2	4	9	3
VIT_19s0015g01720	1455	592	334	1252	3973	3300
VIT_00s0194g00330	533	499	355	327	675	516
VIT_16s0050g00950	594	414	363	829	746	885
VIT_15s0046g02950	5	3	3	7	3	9
VIT_06s0004g07990	1007	912	949	744	802	803
VIT_02s0234g00060	1	0	0	0	0	0
VIT_18s0001g12810	2	1	0	1	1	1
VIT_19s0014g01890	354	398	411	288	290	303
VIT_18s0001g09920	2380	3983	3465	3548	1908	3023
VIT_02s0025g02420	1216	1198	1004	1267	1331	1310
VIT_08s0040g01850	443	546	525	489	448	500
VIT_01s0011g00220	242	184	147	132	194	199
VIT_01s0011g00740	10	12	7	24	19	17
VIT_04s0079g00220	479	740	723	801	627	730
VIT_02s0025g02660	2140	1945	1470	3020	3007	3188
VIT_04s0044g01370	2	1	3	5	2	5
VIT_06s0004g01200	2024	2008	1839	1865	2180	2107
VIT_01s0137g00250	1670	1949	2027	1982	1564	1902
VIT_00s0768g00040	21	9	18	30	22	29
VIT_08s0007g03970	5956	5679	6952	5125	6519	6258
VIT_06s0004g05560	1239	1399	1367	1546	1290	1533
VIT_01s0011g04530	309	258	267	228	273	253
VIT_07s0031g00660	1424	1581	1069	1584	2074	1940
VIT_13s0064g00550	1	0	2	1	2	5
VIT_11s0037g00540	23	27	31	54	64	57
VIT_05s0077g00960	96	126	109	85	132	132
VIT_08s0007g06780	1440	1854	2039	2031	1574	1840
VIT_17s0000g09660	0	0	0	0	0	0
VIT_18s0001g10460	1638	1592	1942	1331	1726	1655
VIT_02s0012g00990	939	1216	849	1101	1276	1166
VIT_03s0063g01490	0	0	0	0	0	0
VIT_10s0003g05600	0	0	0	0	0	0
VIT_12s0028g03790	1467	1601	1559	1109	1314	1399
VIT_06s0004g07750	72	80	64	60	69	80
VIT_09s0018g00710	15	5	3	6	11	11
VIT_08s0105g00570	903	1276	1079	1008	1794	1507
VIT_17s0000g03230	255	47	59	108	53	92
VIT_13s0019g00370	139	151	159	77	119	105
VIT_16s0098g00760	2310	1841	1662	1422	1176	1340
VIT_12s0035g00600	0	0	0	0	0	0
VIT_08s0056g00300	14	3	6	14	7	16
VIT_14s0006g01970	80	43	55	64	52	67
VIT_16s0039g01320	0	0	0	0	0	0
VIT_01s0011g04030	450	407	377	810	740	769
VIT_08s0007g03650	3	3	2	8	10	12
VIT_00s0332g00040	34	23	26	21	16	23
VIT_14s0068g02010	1046	1244	1088	863	650	848
VIT_18s0001g03930	0	0	0	0	0	0
VIT_09s0002g00730	40	33	21	27	35	20
VIT_15s0024g00670	2	1	0	6	5	6
VIT_12s0028g01420	310	262	242	258	278	266
VIT_01s0137g00550	587	549	532	439	379	478
VIT_07s0104g01790	667	605	459	575	735	706
VIT_04s0044g00310	79	41	29	115	176	220
VIT_07s0104g01010	59	71	64	61	70	73
VIT_06s0004g03480	149	161	147	236	184	229
VIT_19s0014g00120	205	310	272	275	218	243
VIT_05s0051g00510	1	1	2	5	1	6
VIT_14s0108g00910	0	0	0	0	0	0
VIT_13s0156g00300	31	42	44	56	51	68
VIT_00s2512g00010	1	0	0	13	15	16
VIT_10s0003g00800	10	8	13	6	10	16
VIT_01s0011g05790	2300	2524	2120	2206	3007	2760
VIT_04s0023g01330	3	7	5	40	26	49
VIT_14s0066g01060	2	0	3	2	2	1
VIT_12s0034g00630	8	12	7	12	11	10
VIT_00s0194g00110	430	396	342	391	427	431
VIT_18s0001g08360	197	192	187	188	138	157
VIT_13s0139g00250	528	552	493	462	539	538
VIT_07s0141g01030	35	38	29	62	65	55
VIT_03s0088g00310	1	1	0	3	2	2
VIT_16s0039g00480	107	186	168	147	47	109
VIT_15s0021g00710	0	0	0	0	0	0
VIT_08s0032g01000	4	3	4	5	3	2
VIT_14s0006g02380	0	0	0	0	0	0
VIT_09s0054g00130	0	0	0	1	0	0
VIT_14s0108g00590	24	18	9	13	16	26
VIT_09s0002g05690	79	83	83	101	152	116
VIT_08s0105g00470	195	227	200	185	214	190
VIT_06s0004g07840	163	216	183	161	100	143
VIT_01s0026g00980	1902	1234	986	1140	2059	1810
VIT_11s0016g04070	763	938	889	1018	806	983
VIT_06s0009g03350	1188	886	867	498	805	736
VIT_04s0079g00720	0	0	0	0	2	0
VIT_02s0087g00060	0	0	0	0	0	0
VIT_02s0033g00180	133	136	113	233	178	188
VIT_08s0007g05350	3097	2352	2437	2209	2420	2616
VIT_12s0028g02540	343	364	361	379	227	346
VIT_14s0006g03040	2404	2711	2390	2673	2448	2745
VIT_14s0006g01170	1	1	4	5	4	1
VIT_13s0064g00470	74	32	48	55	64	70
VIT_19s0090g01600	1411	1562	1458	895	470	734
VIT_09s0070g00670	0	0	0	0	1	0
VIT_04s0008g06710	11	22	20	10	6	6
VIT_12s0034g01920	0	0	0	0	0	0
VIT_14s0171g00430	1674	2204	2510	2706	1992	2451
VIT_07s0031g02440	271	195	179	126	176	166
VIT_07s0185g00080	0	1	0	0	0	0
VIT_04s0069g00360	2	3	5	2	4	4
VIT_00s1227g00010	115	137	158	152	113	130
VIT_18s0001g15280	413	525	496	453	446	484
VIT_02s0154g00310	34	49	67	378	19	212
VIT_09s0018g01370	41	45	46	47	48	44
VIT_06s0009g01870	4	0	1	0	2	0
VIT_16s0050g02570	1116	948	837	865	897	982
VIT_14s0108g01580	275	174	175	147	194	176
VIT_14s0060g02640	95	82	99	101	93	111
VIT_02s0234g00030	18	15	15	25	32	32
VIT_08s0007g01870	33	23	23	29	24	25
VIT_16s0100g01260	829	1081	929	978	930	957
VIT_02s0025g04040	20	38	16	21	32	18
VIT_09s0002g03760	564	359	398	304	552	489
VIT_11s0103g00530	451	405	368	450	951	880
VIT_09s0002g05420	0	0	1	0	0	0
VIT_05s0077g00940	642	638	508	725	978	958
VIT_01s0011g02720	775	673	593	1437	1678	1862
VIT_01s0010g02850	9	4	12	13	10	10
VIT_05s0020g04430	5984	4229	4351	4950	6232	6032
VIT_07s0141g01070	1	3	4	2	2	2
VIT_00s0183g00160	0	0	1	0	1	0
VIT_12s0059g00400	0	0	0	1	0	0
VIT_18s0001g14280	26	27	16	33	15	32
VIT_18s0089g01080	25	45	38	21	10	27
VIT_03s0110g00280	3	2	0	1	2	3
VIT_12s0059g02330	5	6	7	5	4	3
VIT_09s0096g00280	0	0	0	0	0	0
VIT_00s0404g00030	43	44	41	55	42	28
VIT_03s0038g00250	119	84	83	139	139	140
VIT_01s0011g05980	121	144	73	163	258	202
VIT_18s0001g06550	100	110	92	76	123	135
VIT_13s0019g02930	298	285	240	271	206	264
VIT_15s0021g01630	0	0	1	0	0	2
VIT_09s0018g01160	11	14	5	11	6	10
VIT_06s0080g00420	940	1040	654	1158	1740	1522
VIT_01s0011g05660	177	242	209	180	244	229
VIT_11s0016g04270	1295	1447	1034	2381	2099	2423
VIT_12s0059g01380	4357	3130	1450	2378	3046	2875
VIT_09s0002g05300	0	0	0	0	0	0
VIT_05s0062g00310	62	4	11	186	27	80
VIT_17s0000g00200	9	30	20	94	104	115
VIT_14s0068g01860	54	38	54	86	69	84
VIT_17s0119g00240	0	0	0	0	0	0
VIT_07s0005g02770	175	211	163	136	190	179
VIT_19s0014g02530	14	17	11	8	10	8
VIT_12s0142g00440	92	93	94	157	173	199
VIT_03s0017g01660	282	374	251	441	461	461
VIT_13s0064g01000	17	24	17	37	15	11
VIT_13s0064g01830	3	4	2	1	2	3
VIT_07s0031g00590	724	654	505	547	927	802
VIT_07s0129g00040	484	549	539	301	426	390
VIT_16s0050g02590	315	409	332	407	359	379
VIT_07s0005g02370	1	1	3	5	3	2
VIT_19s0135g00090	1	0	0	0	0	0
VIT_02s0012g00430	0	0	0	0	0	0
VIT_19s0014g02820	8	5	5	7	8	8
VIT_11s0016g00050	108	145	142	164	118	166
VIT_13s0019g03480	263	294	240	252	344	353
VIT_16s0098g01910	61	55	44	81	76	91
VIT_04s0008g01420	2261	1924	1927	1578	1597	1701
VIT_19s0085g00120	0	0	0	0	0	0
VIT_16s0039g00440	0	0	0	1	0	0
VIT_07s0095g00290	40	26	25	31	78	44
VIT_11s0065g00380	80	102	79	95	142	131
VIT_13s0067g03280	0	1	1	3	0	0
VIT_18s0001g03810	162	71	75	127	107	141
VIT_10s0042g00050	0	0	0	0	0	0
VIT_02s0025g04650	1032	1303	1038	1067	981	1072
VIT_11s0103g00290	161	267	256	291	206	235
VIT_09s0002g06620	0	0	0	0	0	0
VIT_10s0071g01020	487	509	478	451	472	498
VIT_05s0049g00030	0	0	0	0	0	0
VIT_18s0072g00580	11	2	1	5	1	1
VIT_10s0042g00940	25	145	147	395	58	264
VIT_16s0022g00350	8	9	4	6	12	7
VIT_00s0598g00030	6	6	4	11	9	8
VIT_10s0003g04030	1712	1720	1684	1507	1763	1758
VIT_09s0002g00810	872	762	793	832	1184	1077
VIT_08s0007g04760	727	820	757	778	741	796
VIT_07s0005g02040	23	35	15	53	107	82
VIT_16s0098g00400	404	284	265	229	238	243
VIT_07s0005g04080	1	0	0	0	0	0
VIT_03s0097g00370	0	0	0	0	0	0
VIT_16s0050g00040	57	90	89	83	117	110
VIT_09s0018g00070	0	0	0	0	0	1
VIT_09s0002g05040	31	28	24	30	57	49
VIT_04s0023g02390	172	204	224	196	163	198
VIT_05s0062g01150	2	0	0	5	39	20
VIT_14s0108g01320	582	1037	731	770	820	824
VIT_12s0059g00600	269	243	207	181	366	300
VIT_12s0034g00820	0	0	0	0	0	1
VIT_09s0070g00740	3	1	1	1	1	1
VIT_08s0058g00250	18	7	7	9	19	14
VIT_16s0098g01570	812	875	755	991	1057	1063
VIT_05s0020g03600	223	209	259	219	214	197
VIT_00s0989g00010	0	0	0	0	0	0
VIT_00s0208g00060	0	0	0	0	0	0
VIT_17s0000g08750	462	395	396	351	434	440
VIT_11s0037g01390	1	1	1	1	3	1
VIT_13s0019g04550	65	85	62	88	74	90
VIT_15s0021g01700	7	10	10	11	13	14
VIT_08s0007g06380	258	256	290	267	291	294
VIT_14s0066g00640	1542	1963	2055	2224	1789	2138
VIT_18s0041g02180	101	64	91	98	108	109
VIT_01s0137g00590	30	59	43	38	37	46
VIT_09s0002g03980	253	228	181	178	248	219
VIT_06s0004g03780	0	0	0	1	0	0
VIT_15s0046g02770	0	0	0	0	0	0
VIT_15s0024g01470	818	943	776	727	722	828
VIT_04s0008g04990	28	17	20	15	19	20
VIT_12s0028g01850	9	7	7	11	13	9
VIT_12s0028g03970	0	7	2	1	3	3
VIT_13s0019g04440	219	163	168	369	278	327
VIT_12s0059g02450	1048	1055	1021	695	918	882
